framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,4,4,0.004623999819159508
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,4,4,0.008566399663686752
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,4,2,0.004633599892258644
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,4,2,0.009055999666452407
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,4,1,0.004550400003790855
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,4,1,0.00857279971241951
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,128,0.006684800237417221
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,128,0.012905600666999816
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,64,0.0046431999653577805
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,64,0.008726400136947633
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,32,0.00451200008392334
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,32,0.008534400165081025
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,16,0.004371200129389763
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,16,0.008556800335645676
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,8,0.004518400132656098
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,8,0.00873280018568039
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,4,0.004543999955058098
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,4,0.008684799820184708
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,2,0.004495999962091446
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,2,0.008780799806118011
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,8,1,0.00451200008392334
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,8,1,0.007913599908351897
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,128,0.007302399724721909
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,64,0.008611200004816055
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,32,0.008668799698352814
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,1,1,0.007420799881219864
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,32,0.006172800064086914
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,128,0.01472959965467453
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,16,0.004611200094223023
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,64,0.008739200234413148
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,16,0.008537600189447403
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,8,0.008566399663686752
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,4,0.004278400167822838
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,32,0.009087999910116195
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,4,0.008739200234413148
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,2,0.006073600053787232
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,2,0.008921600133180618
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,1,0.00597120001912117
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,16,1,0.008819200098514557
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,128,0.008582399785518646
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,128,0.016748799383640288
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,64,0.006032000109553337
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,64,0.010655999928712846
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,32,0.006012799963355064
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,32,0.010592000186443329
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,16,0.008537600189447403
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,8,0.006742399930953979
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,16,0.006518399715423584
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,16,0.008963199704885483
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,64,0.004560000076889992
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,4,0.008591999858617782
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,8,0.00453759990632534
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,4,0.008591999858617782
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,8,0.008793599903583527
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,4,0.00488319993019104
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,2,0.004527999833226204
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,2,0.008505599945783615
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,32,1,0.004211200028657913
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,32,1,0.00867839977145195
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,128,0.008687999844551087
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,128,0.021052800118923187
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,64,0.006128000095486641
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,16,0.010620799660682679
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,16,8,0.004464000090956688
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,64,0.012617599964141846
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,4,0.004483199864625931
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,32,0.004419200122356415
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,32,0.010655999928712846
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,2,0.004467200115323066
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,16,0.004540799930691719
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,8,0.0044895999133586885
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,8,0.008710400015115739
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,4,0.008819200098514557
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,2,1,0.008627200126647949
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,2,0.008563199639320373
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,48,1,0.004479999840259552
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,32,0.004579199850559235
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,48,1,0.008908800035715102
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,128,0.006691200286149978
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,128,0.023004800081253052
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,8,0.004483199864625931
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,64,0.006457599997520447
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,64,0.013052800297737121
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,16,0.0046847999095916745
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,2,0.00451200008392334
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,32,0.011763200163841248
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,16,0.010515200346708298
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,4,0.004879999905824661
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,8,0.009548799693584442
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,4,0.008585599809885025
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,2,0.008739200234413148
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,64,1,0.004553600028157234
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,64,1,0.008595199882984161
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,128,0.008508799970149994
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,128,0.02507840096950531
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,64,0.0064191997051239015
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,64,0.016678400337696075
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,32,0.004662400111556053
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,32,0.012624000012874604
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,16,0.004479999840259552
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,16,0.01053439974784851
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,8,0.00459199994802475
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,8,0.008729600161314011
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,4,0.004508800059556961
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,4,0.008511999994516373
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,2,0.0044351998716592785
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,2,0.009071999788284301
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,80,1,0.00445760004222393
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,80,1,0.008588799834251403
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,128,0.008508799970149994
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,128,0.027113598585128785
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,64,0.006297600269317627
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,64,0.016758400201797485
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,32,0.006537599861621857
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,32,0.012636800110340119
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,16,0.004419200122356415
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,16,0.010815999656915664
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,1,0.004476799815893173
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,8,0.004639999940991402
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,8,0.008899199962615966
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,4,0.004569600149989128
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,4,0.009424000233411788
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,96,2,0.004598399996757508
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,2,0.008656000345945358
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,96,1,0.008764799684286118
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,16,0.004454400017857551
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,128,0.008489599823951722
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,128,0.033081600069999696
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,64,0.006703999638557434
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,64,0.018972800672054292
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,32,0.006351999938488007
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,32,0.014707200229167938
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,16,0.010992000252008438
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,1,0.00461760014295578
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,8,0.004515200108289719
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,8,0.00875839963555336
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,4,0.004467200115323066
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,4,0.008720000088214875
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,128,2,0.004499199986457825
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,2,0.008691199868917466
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,128,1,0.008803199976682663
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,128,0.010163199901580811
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,128,0.039241600036621097
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,8,0.004700800031423568
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,64,0.006566400080919266
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,4,0.0045311998575925825
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,64,0.022921599447727203
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,32,0.006137600168585777
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,32,0.015884800255298613
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,16,0.004639999940991402
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,16,0.010841599851846694
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,8,0.010524799674749374
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,4,0.01064639985561371
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,2,0.004566400125622749
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,2,0.008556800335645676
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,160,1,0.005699200183153152
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,160,1,0.008723200112581254
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,128,0.010543999820947647
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,128,0.041631999611854556
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,64,0.006761600077152252
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,64,0.024931199848651886
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,32,0.006438399851322174
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,32,0.016752000153064727
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,16,0.004912000149488449
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,16,0.01265919953584671
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,8,0.004515200108289719
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,8,0.010623999685049058
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,4,0.00445760004222393
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,4,0.008806400001049042
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,2,0.0045471999794244765
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,2,0.009587199985980987
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,192,1,0.0050432000309228895
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,192,1,0.008656000345945358
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,128,0.012246400117874146
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,128,0.053615999221801755
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,64,0.008528000116348267
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,64,0.031036800146102904
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,32,0.006700800359249115
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,32,0.021081599593162536
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,16,0.0045311998575925825
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,16,0.014803199470043183
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,8,0.004521600157022476
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,8,0.0107744000852108
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,1,0.008499199897050858
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,4,0.004502400010824204
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,4,0.008716800063848496
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,2,0.004873599857091904
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,256,2,0.008694399893283845
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,256,1,0.004582399874925614
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,128,0.01470080018043518
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,128,0.06498879790306092
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,64,0.008604799956083297
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,64,0.037411201000213626
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,32,0.006646399945020675
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,32,0.022841599583625794
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,16,0.0064800001680850984
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,16,0.014752000570297241
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,8,0.004630399867892265
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,8,0.012665599584579468
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,4,0.004396799951791763
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,4,0.010806400328874588
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,2,0.004630399867892265
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,2,0.01064319983124733
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,320,1,0.004447999969124794
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,64,0.04340479969978332
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,320,1,0.009536000341176987
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,16,0.006470400094985962
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,128,0.014886400103569031
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,128,0.07614719867706299
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,64,0.010751999914646149
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,32,0.008355200290679932
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,32,0.025033599138259886
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,8,0.006486400216817856
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,16,0.017187200486660004
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,8,0.012700800597667695
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,4,0.0046431999653577805
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,4,0.010470400005578995
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,2,0.005142400041222572
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,2,0.008723200112581254
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,384,1,0.004454400017857551
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,384,1,0.008761599659919739
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,128,0.01979839950799942
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,128,0.10031039714813232
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,64,0.01252799928188324
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,64,0.05377920269966126
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,32,0.008691199868917466
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,32,0.03105599880218506
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,16,0.006524799764156342
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,16,0.019619199633598327
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,1,0.004425600171089172
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,8,0.0064351998269557955
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,8,0.012831999361515046
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,4,0.004473600164055824
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,768,64,0.014735999703407287
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,4,0.010745599865913391
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,512,2,0.004879999905824661
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,2,0.010633599758148194
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,512,1,0.008620800077915191
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,float16,768,128,0.02879360020160675
SGLang,0.5.6.post2,NVIDIA B200,mla_gen_pre,default,fp8,768,128,0.14571199417114258
