framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,window_size,beam_width,attn_dtype,kv_cache_dtype,step,latency
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,16384,96,8,64,0,1,fp8,fp8,0,115.9558817545573
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,1,64,0,1,float16,fp8,0,45.247660319010414
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,1,64,0,1,fp8,fp8,0,57.60460917154948
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,2,64,0,1,float16,float16,0,44.23219299316406
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,2,64,0,1,float16,fp8,0,44.587005615234375
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,4,64,0,1,float16,float16,0,44.751190185546875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,2,64,0,1,fp8,fp8,0,57.45647176106771
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,4,64,0,1,float16,fp8,0,44.070231119791664
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,8,64,0,1,float16,float16,0,44.31513468424479
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,96,64,0,1,float16,float16,0,22.962857564290363
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,4,64,0,1,fp8,fp8,0,57.872212727864586
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,96,64,0,1,float16,fp8,0,23.530838012695312
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,8,64,0,1,float16,fp8,0,43.57512410481771
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,1,64,0,1,float16,float16,0,23.013206481933594
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,96,64,0,1,fp8,fp8,0,30.179840087890625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,16384,96,8,64,0,1,fp8,fp8,0,57.94798787434896
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,1,64,0,1,float16,fp8,0,23.235926310221355
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,2,64,0,1,float16,float16,0,22.75157419840495
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,2,64,0,1,float16,fp8,0,23.21117909749349
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,1,64,0,1,fp8,fp8,0,29.084330240885418
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,4,64,0,1,float16,float16,0,22.332074483235676
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,4,64,0,1,float16,fp8,0,22.35016632080078
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,2,64,0,1,fp8,fp8,0,29.203285217285156
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,8,64,0,1,float16,float16,0,22.281046549479168
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,4,64,0,1,fp8,fp8,0,29.16966501871745
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,8,64,0,1,float16,fp8,0,22.120277404785156
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,16384,96,8,64,0,1,fp8,fp8,0,29.45075225830078
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,1,64,0,1,float16,float16,0,104.77005004882812
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,1,64,0,1,float16,fp8,0,106.53201293945312
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,2,64,0,1,float16,float16,0,103.4270731608073
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,2,64,0,1,float16,fp8,0,104.80759684244792
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,1,64,0,1,fp8,fp8,0,131.70431518554688
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,4,64,0,1,float16,float16,0,104.48708089192708
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,4,64,0,1,float16,fp8,0,106.34393310546875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,2,64,0,1,fp8,fp8,0,133.40279134114584
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,96,64,0,1,float16,float16,0,54.694742838541664
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,96,64,0,1,float16,fp8,0,54.41041056315104
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,1,64,0,1,float16,float16,0,52.44654846191406
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,8,64,0,1,float16,float16,0,104.6640625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,8,64,0,1,float16,fp8,0,101.93595377604167
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,96,64,0,1,fp8,fp8,0,71.67419942220052
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,4,64,0,1,fp8,fp8,0,133.8422648111979
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,1,64,0,1,float16,fp8,0,51.72889709472656
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,12288,96,8,64,0,1,fp8,fp8,0,135.33627319335938
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,1,64,0,1,fp8,fp8,0,66.0524393717448
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,2,64,0,1,float16,float16,0,51.249664306640625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,2,64,0,1,float16,fp8,0,51.72736104329427
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,4,64,0,1,float16,float16,0,51.3433583577474
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,2,64,0,1,fp8,fp8,0,66.1748046875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,4,64,0,1,float16,fp8,0,50.647552490234375
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,96,64,0,1,float16,float16,0,27.508394877115887
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,96,64,0,1,float16,fp8,0,27.47528584798177
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,8,64,0,1,float16,float16,0,50.73527526855469
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,4,64,0,1,fp8,fp8,0,66.29103088378906
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,8,64,0,1,float16,fp8,0,50.68168640136719
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,1,64,0,1,float16,float16,0,26.259969075520832
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,96,64,0,1,fp8,fp8,0,35.0730234781901
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,12288,96,8,64,0,1,fp8,fp8,0,66.74381001790364
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,1,64,0,1,float16,fp8,0,26.143231709798176
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,2,64,0,1,float16,float16,0,26.2290776570638
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,2,64,0,1,float16,fp8,0,25.883989969889324
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,1,64,0,1,fp8,fp8,0,33.30269877115885
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,4,64,0,1,float16,float16,0,25.807530721028645
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,2,64,0,1,fp8,fp8,0,32.90231577555338
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,4,64,0,1,float16,fp8,0,25.29894510904948
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,4,64,0,1,fp8,fp8,0,33.11616007486979
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,96,64,0,1,float16,float16,0,14.176597595214844
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,8,64,0,1,float16,float16,0,25.457494099934895
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,8,64,0,1,float16,fp8,0,25.94611104329427
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,96,64,0,1,float16,fp8,0,13.74771245320638
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,1,64,0,1,float16,float16,0,13.30892817179362
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,96,64,0,1,fp8,fp8,0,17.54794692993164
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,12288,96,8,64,0,1,fp8,fp8,0,32.91886901855469
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,1,64,0,1,float16,fp8,0,13.680127461751303
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,1,64,0,1,fp8,fp8,0,16.946346282958984
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,2,64,0,1,float16,float16,0,13.474815368652344
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,2,64,0,1,float16,fp8,0,13.461504618326822
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,4,64,0,1,float16,float16,0,13.259264628092447
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,4,64,0,1,float16,fp8,0,13.13092295328776
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,2,64,0,1,fp8,fp8,0,16.632490793863933
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,4,64,0,1,fp8,fp8,0,16.67191441853841
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,8,64,0,1,float16,float16,0,13.250048319498697
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,8,64,0,1,float16,fp8,0,13.289642333984375
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,12288,96,8,64,0,1,fp8,fp8,0,16.764415740966797
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,1,64,0,1,float16,float16,0,79.05792236328125
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,1,64,0,1,float16,fp8,0,76.48870340983073
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,2,64,0,1,float16,float16,0,77.06078084309895
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,2,64,0,1,float16,fp8,0,76.04121398925781
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,1,64,0,1,fp8,fp8,0,93.145263671875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,4,64,0,1,float16,float16,0,77.2299092610677
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,4,64,0,1,float16,fp8,0,76.0791015625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,2,64,0,1,fp8,fp8,0,93.99774169921875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,96,64,0,1,float16,float16,0,40.38263448079427
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,96,64,0,1,float16,fp8,0,39.59295908610026
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,1,64,0,1,float16,float16,0,37.00548299153646
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,96,64,0,1,fp8,fp8,0,49.86760457356771
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,8,64,0,1,float16,float16,0,75.5416768391927
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,8,64,0,1,float16,fp8,0,75.29966735839844
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,4,64,0,1,fp8,fp8,0,95.081298828125
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,10240,96,8,64,0,1,fp8,fp8,0,94.30220540364583
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,1,64,0,1,float16,fp8,0,36.99114735921224
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,2,64,0,1,float16,float16,0,36.70544942220052
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,1,64,0,1,fp8,fp8,0,46.493865966796875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,2,64,0,1,float16,fp8,0,36.49109395345052
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,4,64,0,1,float16,float16,0,36.091051737467446
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,2,64,0,1,fp8,fp8,0,46.252034505208336
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,4,64,0,1,float16,fp8,0,36.30864969889323
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,96,64,0,1,float16,float16,0,19.617450714111328
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,8,64,0,1,float16,float16,0,36.184234619140625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,4,64,0,1,fp8,fp8,0,46.099283854166664
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,96,64,0,1,float16,fp8,0,19.036331176757812
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,8,64,0,1,float16,fp8,0,35.581441243489586
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,96,64,0,1,fp8,fp8,0,24.863914489746094
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,1,64,0,1,float16,float16,0,19.019264221191406
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,10240,96,8,64,0,1,fp8,fp8,0,46.87547810872396
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,1,64,0,1,float16,fp8,0,18.702164967854817
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,2,64,0,1,float16,float16,0,18.62997309366862
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,1,64,0,1,fp8,fp8,0,23.070037841796875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,2,64,0,1,float16,fp8,0,18.36782964070638
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,4,64,0,1,float16,float16,0,18.18265660603841
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,2,64,0,1,fp8,fp8,0,23.196673075358074
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,4,64,0,1,float16,fp8,0,18.421077728271484
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,4,64,0,1,fp8,fp8,0,23.411542256673176
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,96,64,0,1,float16,float16,0,9.848149617513021
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,8,64,0,1,float16,float16,0,18.223103841145832
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,8,64,0,1,float16,fp8,0,18.332842508951824
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,96,64,0,1,float16,fp8,0,9.83517837524414
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,1,64,0,1,float16,float16,0,9.810431798299154
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,2,10240,96,8,64,0,1,fp8,fp8,0,23.16663360595703
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,96,64,0,1,fp8,fp8,0,12.580181121826172
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,1,64,0,1,float16,fp8,0,9.739605585734049
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,2,64,0,1,float16,float16,0,9.759061177571615
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,1,64,0,1,fp8,fp8,0,11.767637888590494
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,2,64,0,1,float16,fp8,0,9.300309499104818
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,4,64,0,1,float16,float16,0,9.766058603922525
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,2,64,0,1,fp8,fp8,0,11.815765380859375
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,4,64,0,1,float16,fp8,0,9.611946741739908
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,4,64,0,1,fp8,fp8,0,11.848191579182943
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,8,64,0,1,float16,float16,0,9.90771230061849
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,8,64,0,1,float16,fp8,0,9.521664301554361
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,1,10240,96,8,64,0,1,fp8,fp8,0,11.779071807861328
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,1,64,0,1,float16,float16,0,98.4052022298177
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,1,64,0,1,float16,fp8,0,101.5154317220052
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,2,64,0,1,float16,fp8,0,100.25283813476562
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,2,64,0,1,float16,float16,0,99.24676513671875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,4,64,0,1,float16,float16,0,99.65687052408855
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,4,64,0,1,float16,fp8,0,98.57535807291667
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,1,64,0,1,fp8,fp8,0,122.47654215494792
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,2,64,0,1,fp8,fp8,0,126.6382548014323
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,96,64,0,1,float16,float16,0,53.15174357096354
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,96,64,0,1,float16,fp8,0,52.53153991699219
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,1,64,0,1,float16,float16,0,49.30389404296875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,96,64,0,1,fp8,fp8,0,67.15767415364583
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,8,64,0,1,float16,float16,0,100.16102091471355
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,8,64,0,1,float16,fp8,0,98.81736246744792
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,4,64,0,1,fp8,fp8,0,126.11532592773438
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,16,8192,96,8,64,0,1,fp8,fp8,0,126.36057535807292
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,1,64,0,1,float16,fp8,0,48.52001953125
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,2,64,0,1,float16,float16,0,49.00164286295573
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,1,64,0,1,fp8,fp8,0,59.90638732910156
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,2,64,0,1,float16,fp8,0,47.1383056640625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,4,64,0,1,float16,float16,0,47.32774353027344
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,2,64,0,1,fp8,fp8,0,60.77491251627604
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,4,64,0,1,float16,fp8,0,47.21766153971354
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,96,64,0,1,float16,float16,0,25.89354705810547
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,8,64,0,1,float16,float16,0,47.832916259765625
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,4,64,0,1,fp8,fp8,0,60.47607421875
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,96,64,0,1,float16,fp8,0,25.894569396972656
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,8,64,0,1,float16,fp8,0,48.56934611002604
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,1,64,0,1,float16,float16,0,24.233642578125
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,8,8192,96,8,64,0,1,fp8,fp8,0,60.85034688313802
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,96,64,0,1,fp8,fp8,0,33.10199483235677
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,1,64,0,1,float16,fp8,0,24.046592712402344
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,1,64,0,1,fp8,fp8,0,30.02624003092448
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,2,64,0,1,float16,fp8,0,24.32494862874349
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,2,64,0,1,float16,float16,0,24.331776936848957
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,2,64,0,1,fp8,fp8,0,30.38549296061198
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,4,64,0,1,float16,float16,0,23.496192932128906
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,4,64,0,1,float16,fp8,0,23.685630798339844
TRTLLM,1.0.0,NVIDIA L40S,context_attention,torch_flow,4,8192,96,8,64,0,1,float16,float16,0,23.70781962076823
